"gene","x","y","shape.x","module.x","label","is_hit","hit_dir","best_lfc","best_fdr","nlp","fill_col","border_col","node_r","label_size","label_face","label_col","has_sh2","module.y","shape.y","location","module","shape"
"VPS25",NA,NA,NA,NA,NA,NA,"depleted",-0.2752,0.0254,1.5949,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DHX9",NA,NA,NA,NA,NA,NA,"depleted",-0.2759,0.0259,1.5869,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"FAM20B",NA,NA,NA,NA,NA,NA,"depleted",-0.305,0.0259,1.5869,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UNC93B1",NA,NA,NA,NA,NA,NA,"depleted",-0.2475,0.0259,1.5869,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCER1",NA,NA,NA,NA,NA,NA,"depleted",-0.2331,0.0259,1.5869,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ELK1",NA,NA,NA,NA,NA,NA,"depleted",-0.2284,0.0259,1.5869,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ABCB5",NA,NA,NA,NA,NA,NA,"depleted",-0.2032,0.0263,1.5802,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EEF1A1",NA,NA,NA,NA,NA,NA,"depleted",-0.3465,0.0263,1.5802,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"CDC37",NA,NA,NA,NA,NA,NA,"depleted",-0.4197,0.0265,1.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PDCD2",NA,NA,NA,NA,NA,NA,"depleted",-0.3833,0.0265,1.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C4orf33",NA,NA,NA,NA,NA,NA,"depleted",-0.382,0.0265,1.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TUBGCP2",NA,NA,NA,NA,NA,NA,"depleted",-0.2151,0.0265,1.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOP10",NA,NA,NA,NA,NA,NA,"depleted",-0.2077,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"EFTUD2",NA,NA,NA,NA,NA,NA,"depleted",-0.3248,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"IL2RG",NA,NA,NA,NA,NA,NA,"depleted",-0.2986,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"STK11",NA,NA,NA,NA,NA,NA,"depleted",-0.2934,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"IDO2",NA,NA,NA,NA,NA,NA,"depleted",-0.2895,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ACADL",NA,NA,NA,NA,NA,NA,"depleted",-0.2742,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SFPQ",NA,NA,NA,NA,NA,NA,"depleted",-0.2446,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SH3GL1",NA,NA,NA,NA,NA,NA,"depleted",-0.2397,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UTP15",NA,NA,NA,NA,NA,NA,"depleted",-0.2394,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GGA2",NA,NA,NA,NA,NA,NA,"depleted",-0.2355,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOTCH4",NA,NA,NA,NA,NA,NA,"depleted",-0.2233,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CRELD1",NA,NA,NA,NA,NA,NA,"depleted",-0.2079,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EIF3D",NA,NA,NA,NA,NA,NA,"depleted",-0.2758,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"NELFB",NA,NA,NA,NA,NA,NA,"depleted",-0.2658,0.0281,1.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"EIF4A3",NA,NA,NA,NA,NA,NA,"depleted",-0.4246,0.0293,1.5326,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"RPL24",NA,NA,NA,NA,NA,NA,"depleted",-0.3279,0.0301,1.5221,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"ACAP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2075,0.0301,1.5221,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NARS",NA,NA,NA,NA,NA,NA,"depleted",-0.2203,0.0302,1.5205,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPS4X",NA,NA,NA,NA,NA,NA,"depleted",-0.284,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"LTBR",NA,NA,NA,NA,NA,NA,"depleted",-0.3577,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"STAT3",NA,NA,NA,NA,NA,NA,"depleted",-0.3386,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ETF1",NA,NA,NA,NA,NA,NA,"depleted",-0.3336,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"JADE2",NA,NA,NA,NA,NA,NA,"depleted",-0.2936,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MAPRE3",NA,NA,NA,NA,NA,NA,"depleted",-0.2706,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"OR5K4",NA,NA,NA,NA,NA,NA,"depleted",-0.2664,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AHCY",NA,NA,NA,NA,NA,NA,"depleted",-0.2511,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DHRS7",NA,NA,NA,NA,NA,NA,"depleted",-0.2496,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DIMT1",NA,NA,NA,NA,NA,NA,"depleted",-0.2489,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MGEA5",NA,NA,NA,NA,NA,NA,"depleted",-0.239,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CATSPERB",NA,NA,NA,NA,NA,NA,"depleted",-0.2277,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NBPF7",NA,NA,NA,NA,NA,NA,"depleted",-0.2276,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MAP3K14",NA,NA,NA,NA,NA,NA,"depleted",-0.2272,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"VPS11",NA,NA,NA,NA,NA,NA,"depleted",-0.206,0.0309,1.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOL8",NA,NA,NA,NA,NA,NA,"depleted",-0.2059,0.0309,1.6939,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CNPPD1",NA,NA,NA,NA,NA,NA,"depleted",-0.2168,0.0334,1.4768,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TBL3",NA,NA,NA,NA,NA,NA,"depleted",-0.3507,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AGK",NA,NA,NA,NA,NA,NA,"depleted",-0.3179,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PEX1",NA,NA,NA,NA,NA,NA,"depleted",-0.3127,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KIR2DL1",NA,NA,NA,NA,NA,NA,"depleted",-0.2952,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ASAP3",NA,NA,NA,NA,NA,NA,"depleted",-0.2752,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GYG2",NA,NA,NA,NA,NA,NA,"depleted",-0.2491,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZP1",NA,NA,NA,NA,NA,NA,"depleted",-0.242,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CHEK1",NA,NA,NA,NA,NA,NA,"depleted",-0.2371,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCHCR1",NA,NA,NA,NA,NA,NA,"depleted",-0.2304,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HIGD1C",NA,NA,NA,NA,NA,NA,"depleted",-0.2266,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"OR6S1",NA,NA,NA,NA,NA,NA,"depleted",-0.2234,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZNF425",NA,NA,NA,NA,NA,NA,"depleted",-0.2091,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DALRD3",NA,NA,NA,NA,NA,NA,"depleted",-0.2066,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EIF1AD",NA,NA,NA,NA,NA,NA,"depleted",-0.2057,0.0341,1.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"ARF6",NA,NA,NA,NA,NA,NA,"depleted",-0.3191,0.0343,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PNO1",NA,NA,NA,NA,NA,NA,"depleted",-0.3067,0.0343,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM206A",NA,NA,NA,NA,NA,NA,"depleted",-0.2686,0.0343,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MBTPS2",NA,NA,NA,NA,NA,NA,"depleted",-0.2541,0.0343,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ROPN1",NA,NA,NA,NA,NA,NA,"depleted",-0.2129,0.0343,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ATXN10",NA,NA,NA,NA,NA,NA,"depleted",-0.2065,0.0343,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UBA1",NA,NA,NA,NA,NA,NA,"depleted",-0.3411,0.0346,1.4606,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TAF10",NA,NA,NA,NA,NA,NA,"depleted",-0.3303,0.0346,1.4606,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"RPL27",NA,NA,NA,NA,NA,NA,"depleted",-0.4271,0.0346,1.4606,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"CCNB1",NA,NA,NA,NA,NA,NA,"depleted",-0.2537,0.0351,1.4541,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CLYBL",NA,NA,NA,NA,NA,NA,"depleted",-0.2485,0.0351,1.4541,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SPATA31D3",NA,NA,NA,NA,NA,NA,"depleted",-0.2412,0.0351,1.4541,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DCUN1D1",NA,NA,NA,NA,NA,NA,"depleted",-0.2029,0.0351,1.4541,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ENO1",NA,NA,NA,NA,NA,NA,"depleted",-0.2238,0.0375,1.4256,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ACTA2",NA,NA,NA,NA,NA,NA,"depleted",-0.2781,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C7orf26",NA,NA,NA,NA,NA,NA,"depleted",-0.2745,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCDC141",NA,NA,NA,NA,NA,NA,"depleted",-0.2736,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ELP4",NA,NA,NA,NA,NA,NA,"depleted",-0.259,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PFDN2",NA,NA,NA,NA,NA,NA,"depleted",-0.2552,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAHD2A",NA,NA,NA,NA,NA,NA,"depleted",-0.2516,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CDC23",NA,NA,NA,NA,NA,NA,"depleted",-0.2382,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PARN",NA,NA,NA,NA,NA,NA,"depleted",-0.2247,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DPP7",NA,NA,NA,NA,NA,NA,"depleted",-0.2047,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RAB9A",NA,NA,NA,NA,NA,NA,"depleted",-0.2025,0.0378,1.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCDC86",NA,NA,NA,NA,NA,NA,"depleted",-0.2705,0.0387,1.4128,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ITGAL",NA,NA,NA,NA,NA,NA,"depleted",-0.257,0.0387,1.4128,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZNF785",NA,NA,NA,NA,NA,NA,"depleted",-0.3102,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KRTAP10-12",NA,NA,NA,NA,NA,NA,"depleted",-0.3014,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UNC80",NA,NA,NA,NA,NA,NA,"depleted",-0.2705,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AK6",NA,NA,NA,NA,NA,NA,"depleted",-0.2458,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"REL",NA,NA,NA,NA,NA,NA,"depleted",-0.2362,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CXorf21",NA,NA,NA,NA,NA,NA,"depleted",-0.2309,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TOR2A",NA,NA,NA,NA,NA,NA,"depleted",-0.2232,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C15orf39",NA,NA,NA,NA,NA,NA,"depleted",-0.2166,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SRF",NA,NA,NA,NA,NA,NA,"depleted",-0.203,0.039,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NUDCD3",NA,NA,NA,NA,NA,NA,"depleted",-0.201,0.039,1.6697,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"USP24",NA,NA,NA,NA,NA,NA,"depleted",-0.3158,0.04,1.3982,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ABT1",NA,NA,NA,NA,NA,NA,"depleted",-0.2955,0.04,1.3982,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LSM2",NA,NA,NA,NA,NA,NA,"depleted",-0.2773,0.0407,1.3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"KTI12",NA,NA,NA,NA,NA,NA,"depleted",-0.263,0.0407,1.3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SRPR",NA,NA,NA,NA,NA,NA,"depleted",-0.2584,0.0407,1.3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CTNNBL1",NA,NA,NA,NA,NA,NA,"depleted",-0.2449,0.0407,1.3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EML2",NA,NA,NA,NA,NA,NA,"depleted",-0.2012,0.0407,1.3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CENPK",NA,NA,NA,NA,NA,NA,"depleted",-0.3112,0.0416,1.3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EIF3G",NA,NA,NA,NA,NA,NA,"depleted",-0.329,0.0416,1.3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"RPS10-NUDT3",NA,NA,NA,NA,NA,NA,"depleted",-0.2688,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"CYTIP",NA,NA,NA,NA,NA,NA,"depleted",-0.3215,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EAF1",NA,NA,NA,NA,NA,NA,"depleted",-0.2963,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SRP68",NA,NA,NA,NA,NA,NA,"depleted",-0.2529,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CGB5",NA,NA,NA,NA,NA,NA,"depleted",-0.2401,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PTCHD2",NA,NA,NA,NA,NA,NA,"depleted",-0.2396,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"URM1",NA,NA,NA,NA,NA,NA,"depleted",-0.2336,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PLXNB1",NA,NA,NA,NA,NA,NA,"depleted",-0.2321,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TRAPPC3L",NA,NA,NA,NA,NA,NA,"depleted",-0.215,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RAD1",NA,NA,NA,NA,NA,NA,"depleted",-0.2107,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM91A1",NA,NA,NA,NA,NA,NA,"depleted",-0.2103,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"METAP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2033,0.0432,1.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL37A",NA,NA,NA,NA,NA,NA,"depleted",-0.3729,0.0447,1.7156,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"RPL26L1",NA,NA,NA,NA,NA,NA,"depleted",-0.2874,0.0455,1.3418,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"PISD",NA,NA,NA,NA,NA,NA,"depleted",-0.2087,0.0455,1.3418,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RBMY1E",NA,NA,NA,NA,NA,NA,"depleted",-0.2298,0.0465,1.3326,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SLX4",NA,NA,NA,NA,NA,NA,"depleted",-0.2253,0.0465,1.3326,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL10A",NA,NA,NA,NA,NA,NA,"depleted",-0.2714,0.0469,1.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"MAMDC4",NA,NA,NA,NA,NA,NA,"depleted",-0.3301,0.0469,1.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CHD8",NA,NA,NA,NA,NA,NA,"depleted",-0.2416,0.0469,1.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AFAP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2403,0.0469,1.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RARS",NA,NA,NA,NA,NA,NA,"depleted",-0.2364,0.0469,1.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CALML6",NA,NA,NA,NA,NA,NA,"depleted",-0.2219,0.0469,1.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SPINK4",NA,NA,NA,NA,NA,NA,"depleted",-0.2109,0.0469,1.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NELFA",NA,NA,NA,NA,NA,NA,"depleted",-0.24,0.0469,1.3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"SHQ1",NA,NA,NA,NA,NA,NA,"depleted",-0.2665,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LMAN2",NA,NA,NA,NA,NA,NA,"depleted",-0.2646,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"WDHD1",NA,NA,NA,NA,NA,NA,"depleted",-0.2641,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SULT1A4",NA,NA,NA,NA,NA,NA,"depleted",-0.2586,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TNS1",NA,NA,NA,NA,NA,NA,"depleted",-0.2259,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"REV3L",NA,NA,NA,NA,NA,NA,"depleted",-0.2201,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"WDR25",NA,NA,NA,NA,NA,NA,"depleted",-0.2108,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TUBA1B",NA,NA,NA,NA,NA,NA,"depleted",-0.2032,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMD3",NA,NA,NA,NA,NA,NA,"depleted",-0.2016,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POLR3A",NA,NA,NA,NA,NA,NA,"depleted",-0.3002,0.0486,1.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"WASH1",NA,NA,NA,NA,NA,NA,"depleted",-0.6232,0.0496,1.3043,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GLTSCR2",NA,NA,NA,NA,NA,NA,"depleted",-0.3664,0.0509,1.2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TRAPPC5",NA,NA,NA,NA,NA,NA,"depleted",-0.2651,0.0509,1.2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SDR39U1",NA,NA,NA,NA,NA,NA,"depleted",-0.2478,0.0509,1.2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DCP1B",NA,NA,NA,NA,NA,NA,"depleted",-0.2399,0.0509,1.2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TRAF6",NA,NA,NA,NA,NA,NA,"depleted",-0.2156,0.0509,1.2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TCP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2621,0.0516,1.2874,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TRIM43",NA,NA,NA,NA,NA,NA,"depleted",-0.2056,0.0526,1.2793,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C19orf52",NA,NA,NA,NA,NA,NA,"depleted",-0.334,0.0527,1.2779,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MMP21",NA,NA,NA,NA,NA,NA,"depleted",-0.3249,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RHOT2",NA,NA,NA,NA,NA,NA,"depleted",-0.3145,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EBAG9",NA,NA,NA,NA,NA,NA,"depleted",-0.256,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SAMM50",NA,NA,NA,NA,NA,NA,"depleted",-0.2559,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DYRK3",NA,NA,NA,NA,NA,NA,"depleted",-0.255,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SMG7",NA,NA,NA,NA,NA,NA,"depleted",-0.2511,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EPHA5",NA,NA,NA,NA,NA,NA,"depleted",-0.2309,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCT4",NA,NA,NA,NA,NA,NA,"depleted",-0.2241,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCDC88B",NA,NA,NA,NA,NA,NA,"depleted",-0.2224,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"YY1",NA,NA,NA,NA,NA,NA,"depleted",-0.2204,0.0528,1.2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UTP14A",NA,NA,NA,NA,NA,NA,"depleted",-0.2394,0.0536,1.2711,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NISCH",NA,NA,NA,NA,NA,NA,"depleted",-0.235,0.0536,1.2711,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NGDN",NA,NA,NA,NA,NA,NA,"depleted",-0.2333,0.0536,1.2711,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"H2AFX",NA,NA,NA,NA,NA,NA,"depleted",-0.2126,0.0536,1.2711,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
